Consecutive Time,Voltage,Current (raw),Capacity (normalized),Standard Discharge Capacity,Battery Temperature,Ambient Temperature,Step Num,Time[s],SOC
58117.9317,3.506406,48.75632,0.647863949,97.61355,1.042237,-0.8122439,6,4670,0.236875476
58122.9311,3.506561,48.75504,0.648556783,97.61355,1.024536,-0.8224562,6,4675,0.23712909
58127.9316,3.506628,48.75058,0.649249617,97.61355,1.121849,-0.8002949,6,4680,0.237382704
58132.9311,3.506894,48.75485,0.649942554,97.61355,0.9951616,-0.8141837,6,4685,0.237636318
58137.9314,3.507242,48.76028,0.650635593,97.61355,0.9939426,-0.807851,6,4690,0.237889932
58142.9313,3.507387,48.75929,0.651328427,97.61355,1.037653,-0.7941905,6,4695,0.238143546
58147.9311,3.507628,48.75267,0.652021261,97.61355,0.9793906,-0.7469344,6,4700,0.23839716
58152.9314,3.507737,48.77824,0.6527143,97.61355,0.8973243,-0.8217336,6,4705,0.238650774
58157.9316,3.50798,48.77104,0.653406622,97.61355,0.9570342,-0.859997,6,4710,0.238904388
58162.9311,3.50791,48.76877,0.654099456,97.61355,1.05292,-0.6957946,6,4715,0.239158002
58167.9311,3.508326,48.74898,0.654792086,97.61355,0.9085121,-0.8180664,6,4720,0.239411616
58172.9316,3.508373,48.77028,0.655485022,97.61355,1.02476,-0.7542651,6,4725,0.23966523
58177.9314,3.508524,48.75876,0.656178266,97.61355,0.9762421,-0.8482758,6,4730,0.239918844
58182.9314,3.50895,48.7637,0.6568711,97.61355,0.9621568,-0.7415749,6,4735,0.240172458
58187.9319,3.509121,48.75272,0.657564242,97.61355,1.062158,-0.7997973,6,4740,0.240426072
58192.9311,3.509239,48.77188,0.658256769,97.61355,0.9769557,-0.7871352,6,4745,0.240679686
58197.9314,3.509389,48.75418,0.658949705,97.61355,1.065562,-0.758623,6,4750,0.2409333
58202.9318,3.509496,48.75534,0.659642744,97.61355,1.04321,-0.7810561,6,4755,0.241186914
58207.9317,3.509884,48.75934,0.660335783,97.61355,1.033753,-0.7754462,6,4760,0.241440528
58212.9311,3.510011,48.76628,0.661028515,97.61355,0.9099461,-0.7864125,6,4765,0.241694142
58217.9313,3.51015,48.76015,0.661721247,97.61355,1.108015,-0.7009035,6,4770,0.241947756
58222.9314,3.510448,48.77025,0.662414081,97.61355,1.0915,-0.6948249,6,4775,0.24220137
58227.9314,3.510668,48.7693,0.66310712,97.61355,1.091758,-0.747432,6,4780,0.242454984
58232.9313,3.51082,48.76103,0.663800056,97.61355,1.081583,-0.7349923,6,4785,0.242708598
58237.9317,3.510831,48.75899,0.664493095,97.61355,1.126462,-0.6823826,6,4790,0.242962212
58242.9314,3.51115,48.75534,0.665185827,97.61355,1.082795,-0.7262197,6,4795,0.243215826
58247.9313,3.511275,48.75743,0.665878559,97.61355,1.12016,-0.7340224,6,4800,0.24346944
58252.9317,3.511436,48.76442,0.666571803,97.61355,1.041773,-0.7976072,6,4805,0.243723054
58257.9314,3.511809,48.75307,0.667264637,97.61355,1.00874,-0.7627908,6,4810,0.243976668
58262.9319,3.511786,48.76704,0.667957574,97.61355,1.072117,-0.7293857,6,4815,0.244230282
58267.9317,3.511968,48.75085,0.668650408,97.61355,1.041521,-0.775199,6,4820,0.244483896
58272.9312,3.512318,48.75232,0.669343344,97.61355,1.124779,-0.7067285,6,4825,0.24473751
58277.9314,3.512549,48.75432,0.670035973,97.61355,1.11747,-0.7140686,6,4830,0.244991124
58282.9316,3.512719,48.75987,0.67072891,97.61355,1.056071,-0.7454923,6,4835,0.245244738
58287.9318,3.512871,48.7657,0.671421744,97.61355,1.039093,-0.7927452,6,4840,0.245498352
58292.9318,3.513033,48.75511,0.672114578,97.61355,1.05195,-0.726974,6,4845,0.245751966
58297.9316,3.513151,48.76019,0.672807515,97.61355,0.9677436,-0.7888308,6,4850,0.24600558
58302.932,3.513412,48.75975,0.673500349,97.61355,1.065562,-0.7737284,6,4855,0.246259194
58307.9319,3.513597,48.74356,0.674193183,97.61355,1.131547,-0.7301401,6,4860,0.246512808
58312.9314,3.513776,48.75569,0.674885812,97.61355,0.9864203,-0.8607165,6,4865,0.246766422
58317.9317,3.513996,48.76602,0.675578647,97.61355,1.117723,-0.7062595,6,4870,0.247020036
58322.9319,3.514132,48.76059,0.676271788,97.61355,1.068211,-0.7333062,6,4875,0.24727365
58327.9314,3.514516,48.75713,0.676964417,97.61355,1.023787,-0.7627908,6,4880,0.247527264
58332.9312,3.514591,48.76588,0.677657047,97.61355,1.071618,-0.7903046,6,4885,0.247780878
58337.9315,3.514994,48.75903,0.678350086,97.61355,1.045177,-0.8395022,6,4890,0.248034492
58342.9311,3.515051,48.75783,0.679043125,97.61355,0.9891015,-0.7522906,6,4895,0.248288106
58347.9317,3.515167,48.76317,0.679736369,97.61355,1.058755,-0.7427984,6,4900,0.24854172
58352.9313,3.515632,48.76082,0.680429408,97.61355,1.077671,-0.7993314,6,4905,0.248795334
58357.9311,3.515686,48.75908,0.681122242,97.61355,0.9849834,-0.8923724,6,4910,0.249048948
58362.9314,3.516071,48.7601,0.681815281,97.61355,0.9699321,-0.8470554,6,4915,0.249302562
58367.9313,3.51617,48.75023,0.682508012,97.61355,0.9793906,-0.8224562,6,4920,0.249556176
58372.9311,3.516204,48.75441,0.683200642,97.61355,1.02866,-0.7956643,6,4925,0.24980979
58377.9311,3.516443,48.75801,0.683893373,97.61355,0.9898183,-0.8421996,6,4930,0.250063403
58382.9316,3.516532,48.75623,0.684586412,97.61355,1.046144,-0.7252498,6,4935,0.250317017
58387.9314,3.516738,48.75432,0.685279349,97.61355,0.9961311,-0.7603408,6,4940,0.250570631
58392.932,3.517066,48.75139,0.68597249,97.61355,1.070901,-0.7230535,6,4945,0.250824245
58397.9316,3.517334,48.75922,0.68666512,97.61355,1.164798,-0.6136954,6,4950,0.251077859
58402.9311,3.51762,48.75392,0.687358159,97.61355,1.092971,-0.6933512,6,4955,0.251331473
58407.9311,3.517804,48.76433,0.68805089,97.61355,1.105581,-0.6504851,6,4960,0.251585087
58412.9312,3.518088,48.75739,0.688744237,97.61355,1.056071,-0.7530449,6,4965,0.251838701
58417.9313,3.518186,48.75787,0.689437071,97.61355,0.9973405,-0.7893348,6,4970,0.252092315
58422.9311,3.518642,48.76477,0.690130008,97.61355,1.048546,-0.7605976,6,4975,0.252345929
58427.9316,3.51866,48.75569,0.690822842,97.61355,1.003401,-0.7908086,6,4980,0.252599543
58432.9317,3.518876,48.76166,0.691515778,97.61355,1.027441,-0.8119904,6,4985,0.252853157
58437.9312,3.519392,48.76015,0.692208408,97.61355,1.057536,-0.8270933,6,4990,0.253106771
58442.9313,3.51949,48.76454,0.692901139,97.61355,0.9774547,-0.8470554,6,4995,0.253360385
58447.9313,3.519685,48.76828,0.693593973,97.61355,1.032064,-0.7469344,6,5000,0.253613999
58452.9317,3.519833,48.7637,0.694286808,97.61355,1.038837,-0.7552413,6,5005,0.253867613
58457.9312,3.520096,48.74431,0.694979949,97.61355,0.9956605,-0.8212328,6,5010,0.254121227
58462.9311,3.520067,48.7617,0.695672886,97.61355,0.9774547,-0.8546087,6,5015,0.254374841
58467.9314,3.52045,48.77513,0.696365822,97.61355,1.036901,-0.7873919,6,5020,0.254628455
58472.9313,3.520917,48.75179,0.697058554,97.61355,0.9645633,-0.8146845,6,5025,0.254882069
58477.9317,3.521184,48.75436,0.697751695,97.61355,0.9842287,-0.8100443,6,5030,0.255135683
58482.9318,3.521142,48.75348,0.698444734,97.61355,0.9827949,-0.8190395,6,5035,0.255389297
58487.9316,3.521355,48.7493,0.699137466,97.61355,1.014327,-0.7798359,6,5040,0.255642911
58492.9317,3.521827,48.75067,0.699830608,97.61355,1.00971,-0.7844728,6,5045,0.255896525
58497.9315,3.521818,48.75067,0.700523442,97.61355,0.9917573,-0.8024945,6,5050,0.256150139
58502.9321,3.521877,48.75597,0.701216481,97.61355,1.016518,-0.7927452,6,5055,0.256403753
58507.9313,3.522514,48.76486,0.701909212,97.61355,1.066996,-0.7798359,6,5060,0.256657367
58512.9317,3.522439,48.7545,0.702602251,97.61355,1.129117,-0.7250312,6,5065,0.256910981
58517.9312,3.522927,48.76646,0.703294983,97.61355,1.041773,-0.7069821,6,5070,0.257164595
58522.9313,3.523072,48.75334,0.703987715,97.61355,1.072584,-0.7515743,6,5075,0.257418209
58527.9317,3.52297,48.75992,0.704680651,97.61355,1.098304,-0.6955475,6,5080,0.257671823
58532.9315,3.523576,48.77762,0.705373486,97.61355,1.064343,-0.7976072,6,5085,0.257925437
58537.9311,3.52387,48.74881,0.706066422,97.61355,1.094186,-0.7600968,6,5090,0.258179051
58542.9318,3.523779,48.75752,0.706759461,97.61355,1.044426,-0.8100443,6,5095,0.258432665
58547.9313,3.524419,48.75792,0.707452295,97.61355,1.044675,-0.7720359,6,5100,0.258686279
58552.9311,3.524517,48.75562,0.708145232,97.61355,1.017731,-0.8066275,6,5105,0.258939893
58557.9315,3.524804,48.76646,0.708838168,97.61355,1.113104,-0.7713133,6,5110,0.259193507
58562.9312,3.524958,48.75494,0.709531105,97.61355,1.021132,-0.8107701,6,5115,0.259447121
58567.9317,3.525351,48.75623,0.710224144,97.61355,1.115788,-0.6855486,6,5120,0.259700735
58572.9315,3.525753,48.7654,0.710916671,97.61355,1.082044,-0.7873919,6,5125,0.259954349
58577.9315,3.526017,48.75481,0.71160971,97.61355,1.065306,-0.7437714,6,5130,0.260207963
58582.9313,3.526258,48.77032,0.712302339,97.61355,1.106329,-0.7252498,6,5135,0.260461577
58587.9311,3.526087,48.74991,0.712995378,97.61355,1.059257,-0.8102661,6,5140,0.260715191
58592.9316,3.526448,48.75214,0.713688417,97.61355,0.9815791,-0.8353659,6,5145,0.260968805
58597.9316,3.52696,48.76299,0.714381251,97.61355,1.128147,-0.741106,6,5150,0.261222419
58602.9317,3.527032,48.75378,0.715074188,97.61355,1.025003,-0.8295403,6,5155,0.261476033
58607.9316,3.527098,48.76135,0.715767227,97.61355,1.048546,-0.7908086,6,5160,0.261729647
58612.9314,3.527362,48.75436,0.716459856,97.61355,1.090069,-0.7415749,6,5165,0.261983261
58617.9315,3.527891,48.75063,0.7171531,97.61355,1.066778,-0.7573996,6,5170,0.262236875
58622.9318,3.528354,48.73671,0.717846037,97.61355,1.028164,-0.8414769,6,5175,0.262490489
58627.9311,3.528491,48.75285,0.718538666,97.61355,1.086666,-0.8431695,6,5180,0.262744103
58632.9311,3.528556,48.75908,0.719231398,97.61355,1.120628,-0.8090744,6,5185,0.262997717
58637.9312,3.528656,48.77104,0.719924334,97.61355,1.016765,-0.8227066,6,5190,0.263251331
58642.9314,3.529265,48.74254,0.720617168,97.61355,1.035935,-0.8110205,6,5195,0.263504945
58647.9318,3.529395,48.75063,0.721310207,97.61355,0.9813264,-0.7978544,6,5200,0.263758559
58652.9319,3.529863,48.7545,0.722003144,97.61355,0.9895657,-0.8122439,6,5205,0.264012173
58657.9313,3.530015,48.75685,0.722695978,97.61355,1.028407,-0.7657034,6,5210,0.264265787
58662.9317,3.530163,48.75908,0.723388812,97.61355,1.0738,-0.750351,6,5215,0.264519401
58667.9313,3.530594,48.74858,0.724081749,97.61355,1.086666,-0.6996801,6,5220,0.264773015
58672.9312,3.530701,48.77011,0.72477489,97.61355,1.142473,-0.7040696,6,5225,0.265026629
58677.9311,3.53106,48.76495,0.725467622,97.61355,1.033497,-0.8210173,6,5230,0.265280243
58682.9315,3.531412,48.76868,0.726160354,97.61355,1.128896,-0.7705622,6,5235,0.265533857
58687.9317,3.531608,48.77216,0.726853393,97.61355,1.063592,-0.8361202,6,5240,0.265787471
58692.9315,3.531796,48.75383,0.727546227,97.61355,1.023787,-0.8081045,6,5245,0.266041085
58697.9312,3.532107,48.76375,0.728239164,97.61355,1.108517,-0.7532636,6,5250,0.266294699
58702.9317,3.532609,48.76521,0.728932407,97.61355,1.04274,-0.819293,6,5255,0.266548313
58707.9315,3.532537,48.7702,0.729625242,97.61355,1.064807,-0.7518279,6,5260,0.266801927
58712.9313,3.533211,48.75392,0.730318178,97.61355,1.086666,-0.7449915,6,5265,0.267055541
58717.9314,3.533296,48.7597,0.731010807,97.61355,1.019452,-0.7671424,6,5270,0.267309155
58722.9315,3.533487,48.7765,0.731703744,97.61355,1.144661,-0.7320796,6,5275,0.267562769
58727.9315,3.53373,48.74445,0.732396681,97.61355,0.9815791,-0.8580256,6,5280,0.267816383
58732.9311,3.534148,48.76143,0.733089515,97.61355,1.075735,-0.7484113,6,5285,0.268069997
58737.9311,3.534445,48.76749,0.733782349,97.61355,1.040305,-0.8217336,6,5290,0.268323611
58742.9318,3.534652,48.76958,0.73447549,97.61355,0.99369,-0.8232106,6,5295,0.268577225
58747.9311,3.534873,48.76503,0.73516812,97.61355,1.12016,-0.7189176,6,5300,0.268830839
58752.9317,3.535243,48.75868,0.735860954,97.61355,1.025003,-0.8219872,6,5305,0.269084453
58757.9312,3.535547,48.76868,0.73655389,97.61355,1.061906,-0.716978,6,5310,0.269338067
58762.9316,3.535826,48.76651,0.737246724,97.61355,1.142006,-0.7422944,6,5315,0.269591681
58767.9312,3.536235,48.7618,0.737939456,97.61355,1.094688,-0.8049033,6,5320,0.269845295
58772.9312,3.536606,48.7513,0.738632495,97.61355,1.109947,-0.7291703,6,5325,0.270098909
58777.9314,3.536921,48.75169,0.739325329,97.61355,1.122345,-0.7318292,6,5330,0.270352523
58782.9315,3.537242,48.75659,0.740018368,97.61355,1.119907,-0.6965172,6,5335,0.270606137
58787.9315,3.537565,48.75797,0.7407111,97.61355,1.079142,-0.7600968,6,5340,0.270859751
58792.9311,3.537542,48.75597,0.741404037,97.61355,1.143942,-0.6950436,6,5345,0.271113365
58797.9315,3.538005,48.75258,0.742096973,97.61355,1.118689,-0.7052897,6,5350,0.271366979
58802.932,3.538157,48.74707,0.742790217,97.61355,1.100242,-0.7011538,6,5355,0.271620593
58807.9311,3.538696,48.77158,0.743482949,97.61355,1.159707,-0.686772,6,5360,0.271874207
58812.9314,3.539064,48.76085,0.744175885,97.61355,1.201933,-0.667028,6,5365,0.272127821
58817.9313,3.539536,48.76672,0.744868924,97.61355,1.168445,-0.6704443,6,5370,0.272381435
58822.9311,3.5396,48.75694,0.745561759,97.61355,1.079391,-0.7976072,6,5375,0.272635049
58827.9312,3.540175,48.76254,0.746254388,97.61355,1.133521,-0.7281593,6,5380,0.272888663
58832.9313,3.540411,48.75529,0.746947427,97.61355,1.111166,-0.7203944,6,5385,0.273142277
58837.9317,3.540615,48.7601,0.747640363,97.61355,1.194411,-0.6745801,6,5390,0.273395891
58842.9312,3.541102,48.74828,0.748333095,97.61355,1.152433,-0.7393817,6,5395,0.273649505
58847.9313,3.541376,48.75987,0.749026237,97.61355,1.115286,-0.6785004,6,5400,0.273903119
58852.9316,3.541774,48.74484,0.749719276,97.61355,1.086164,-0.7454923,6,5405,0.274156733
58857.9318,3.542027,48.76143,0.750412417,97.61355,1.101208,-0.7182013,6,5410,0.274410347
58862.9315,3.542303,48.76624,0.751105149,97.61355,1.148778,-0.7978544,6,5415,0.274663961
58867.9314,3.542576,48.75699,0.751797983,97.61355,1.135203,-0.7177005,6,5420,0.274917575
58872.9312,3.54286,48.76138,0.752491022,97.61355,1.177435,-0.7717824,6,5425,0.275171189
58877.9315,3.543257,48.75276,0.753183959,97.61355,1.118942,-0.7922475,6,5430,0.275424803
58882.9314,3.543728,48.76816,0.753876793,97.61355,1.099996,-0.7832526,6,5435,0.275678417
58887.9314,3.544037,48.77211,0.754569832,97.61355,1.093943,-0.7632915,6,5440,0.275932031
58892.9313,3.544282,48.76233,0.755262666,97.61355,1.080607,-0.7627908,6,5445,0.276185645
58897.9311,3.544839,48.76793,0.755955602,97.61355,1.019199,-0.8265925,6,5450,0.276439259
58902.9317,3.544946,48.76749,0.756648539,97.61355,1.061189,-0.7011538,6,5455,0.276692873
58907.9313,3.5454,48.76161,0.757341783,97.61355,1.148535,-0.7810561,6,5460,0.276946487
58912.9317,3.545625,48.76312,0.758034515,97.61355,1.211635,-0.657286,6,5465,0.277200101
58917.9312,3.546097,48.76068,0.758727349,97.61355,1.185923,-0.7963806,6,5470,0.277453715
58922.9318,3.546166,48.77171,0.759420593,97.61355,1.179117,-0.7881114,6,5475,0.277707329
58927.9314,3.546836,48.75713,0.760113222,97.61355,1.248996,-0.7028399,6,5480,0.277960943
58932.9312,3.54706,48.75543,0.760806056,97.61355,1.165294,-0.7642297,6,5485,0.278214557
58937.9315,3.547551,48.76575,0.761499095,97.61355,1.080828,-0.8112677,6,5490,0.278468171
58942.9311,3.548001,48.74779,0.762191622,97.61355,1.092971,-0.8141837,6,5495,0.278721785
58947.9311,3.548299,48.76045,0.762884559,97.61355,1.147818,-0.7289136,6,5500,0.278975399
58952.9315,3.548651,48.74466,0.763577495,97.61355,1.055856,-0.7910209,6,5505,0.279229013
58957.9313,3.549017,48.77167,0.764270534,97.61355,1.152901,-0.7464684,6,5510,0.279482627
58962.9312,3.549439,48.77385,0.764963471,97.61355,1.05123,-0.8938463,6,5515,0.279736241
58967.9318,3.549764,48.76833,0.765656612,97.61355,1.024043,-0.8531634,6,5520,0.279989855
58972.9314,3.549939,48.76393,0.766349344,97.61355,1.09078,-0.8012742,6,5525,0.280243469
58977.9314,3.550755,48.74805,0.767042281,97.61355,1.053665,-0.8838522,6,5530,0.280497083
58982.9316,3.550611,48.76593,0.767735012,97.61355,1.184455,-0.7223341,6,5535,0.280750697
58987.9314,3.551139,48.75983,0.768427641,97.61355,1.094186,-0.8582759,6,5540,0.281004311
58992.9312,3.551804,48.75027,0.769120578,97.61355,1.054634,-0.8526657,6,5545,0.281257925
58997.9318,3.551991,48.75565,0.76981372,97.61355,1.203615,-0.7861685,6,5550,0.281511539
59002.9316,3.552418,48.76486,0.770506759,97.61355,1.082546,-0.8397526,6,5555,0.281765153
59007.9315,3.553099,48.76175,0.771199695,97.61355,1.111917,-0.7271926,6,5560,0.282018767
59012.9312,3.553317,48.76949,0.771892529,97.61355,1.148778,-0.7506014,6,5565,0.282272381
59017.9311,3.553911,48.75343,0.772585261,97.61355,1.075022,-0.8019905,6,5570,0.282525995
59022.9317,3.554312,48.75525,0.773278095,97.61355,1.206052,-0.6855486,6,5575,0.282779609
59027.9315,3.554705,48.75365,0.773970827,97.61355,1.14928,-0.8029636,6,5580,0.283033223
59032.9317,3.554958,48.76709,0.774664173,97.61355,1.175465,-0.7766759,6,5585,0.283286837
59037.9314,3.555605,48.75632,0.77535711,97.61355,1.166008,-0.7408587,6,5590,0.283540451
59042.9319,3.55598,48.76891,0.776050046,97.61355,1.090069,-0.8095435,6,5595,0.283794065
59047.9317,3.556176,48.74983,0.776743085,97.61355,1.143942,-0.7403548,6,5600,0.284047679
59052.9315,3.556684,48.74805,0.77743592,97.61355,1.099279,-0.8531634,6,5605,0.284301293
59057.9316,3.556721,48.75676,0.778128754,97.61355,1.174029,-0.8158762,6,5610,0.284554907
59062.9313,3.557431,48.74596,0.77882169,97.61355,1.155836,-0.8190395,6,5615,0.284808521
59067.9317,3.557932,48.75534,0.779514627,97.61355,1.140036,-0.819797,6,5620,0.285062135
59072.9318,3.55827,48.75441,0.780207666,97.61355,1.154871,-0.7595928,6,5625,0.285315749
59077.9317,3.558543,48.74712,0.780900602,97.61355,1.159205,-0.785449,6,5630,0.285569363
59082.9317,3.559197,48.7621,0.781593129,97.61355,1.174029,-0.7781149,6,5635,0.285822977
59087.9315,3.559879,48.77216,0.782286168,97.61355,1.170124,-0.7518279,6,5640,0.286076591
59092.9317,3.560253,48.76366,0.782979207,97.61355,1.200212,-0.8122439,6,5645,0.286330205
59097.9314,3.560308,48.75058,0.783672246,97.61355,1.140036,-0.82735,6,5650,0.286583819
59102.9316,3.560724,48.75806,0.784365285,97.61355,1.168697,-0.7381584,6,5655,0.286837433
59107.9314,3.561692,48.76828,0.785058119,97.61355,1.189073,-0.7328054,6,5660,0.287091047
59112.9315,3.561666,48.77348,0.785750749,97.61355,1.202902,-0.7717824,6,5665,0.287344661
59117.9318,3.562325,48.7674,0.786443993,97.61355,1.247775,-0.6663117,6,5670,0.287598275
59122.9313,3.562712,48.75676,0.787136724,97.61355,1.227398,-0.716978,6,5675,0.287851889
59127.9311,3.56312,48.75276,0.787829354,97.61355,1.200212,-0.7518279,6,5680,0.288105503
59132.9316,3.563843,48.76503,0.78852229,97.61355,1.225466,-0.7566801,6,5685,0.288359117
59137.9313,3.564068,48.76651,0.789215124,97.61355,1.213072,-0.76912,6,5690,0.288612731
59142.932,3.564327,48.76663,0.789908368,97.61355,1.113571,-0.8463676,6,5695,0.288866345
59147.9313,3.565183,48.76384,0.790601202,97.61355,1.181551,-0.8158762,6,5700,0.289119959
59152.9313,3.565656,48.75548,0.791294139,97.61355,1.151682,-0.8081045,6,5705,0.289373573
59157.9318,3.566187,48.74516,0.79198728,97.61355,1.099023,-0.785449,6,5710,0.289627187
59162.9318,3.56671,48.7621,0.792680012,97.61355,1.12499,-0.7971413,6,5715,0.289880801
59167.9317,3.567048,48.74542,0.793372846,97.61355,1.217689,-0.7040696,6,5720,0.290134415
59172.9311,3.567501,48.76709,0.79406568,97.61355,1.238316,-0.7135646,6,5725,0.290388029
59177.9313,3.567944,48.75307,0.794758719,97.61355,1.209704,-0.7045354,6,5730,0.290641643
59182.9311,3.568702,48.75636,0.795451349,97.61355,1.220126,-0.7016228,6,5735,0.290895257
59187.9315,3.569046,48.76375,0.796144388,97.61355,1.274453,-0.6395231,6,5740,0.291148871
59192.9315,3.56934,48.76122,0.796837222,97.61355,1.258193,-0.6860526,6,5745,0.291402485
59197.9311,3.570197,48.75548,0.797530158,97.61355,1.220593,-0.7238109,6,5750,0.291656099
59202.9317,3.570392,48.74129,0.798223197,97.61355,1.212605,-0.754487,6,5755,0.291909713
59207.9313,3.571172,48.7552,0.798916032,97.61355,1.232732,-0.6965172,6,5760,0.292163327
59212.9311,3.571526,48.76108,0.799609173,97.61355,1.241939,-0.6646194,6,5765,0.292416941
59217.9312,3.572162,48.75748,0.800301905,97.61355,1.236387,-0.730606,6,5770,0.292670555
59222.9315,3.572698,48.76437,0.800994841,97.61355,1.236387,-0.677743,6,5775,0.292924169
59227.9316,3.573142,48.75192,0.801687778,97.61355,1.364684,-0.5715609,6,5780,0.293177783
59232.9321,3.573714,48.76215,0.802380715,97.61355,1.176219,-0.730606,6,5785,0.293431397
59237.9315,3.574182,48.76535,0.803073344,97.61355,1.27592,-0.6456015,6,5790,0.293685011
59242.9311,3.574941,48.76215,0.80376628,97.61355,1.256978,-0.7476887,6,5795,0.293938625
59247.9311,3.575641,48.76753,0.804459115,97.61355,1.179837,-0.7496283,6,5800,0.294192239
59252.9312,3.575902,48.76294,0.805152154,97.61355,1.289494,-0.6093159,6,5805,0.294445853
59257.9317,3.576667,48.76335,0.805844988,97.61355,1.197065,-0.7700867,6,5810,0.294699467
59262.9317,3.577302,48.7641,0.806537924,97.61355,1.231514,-0.7203944,6,5815,0.294953081
59267.9315,3.577488,48.77229,0.807230861,97.61355,1.212355,-0.7924979,6,5820,0.295206695
59272.9311,3.578274,48.77086,0.807923695,97.61355,1.149747,-0.8176004,6,5825,0.295460309
59277.9317,3.578826,48.75343,0.808616734,97.61355,1.190506,-0.7917784,6,5830,0.295713923
59282.9313,3.579112,48.76152,0.809309568,97.61355,1.175465,-0.7993314,6,5835,0.295967537
59287.9317,3.579744,48.76656,0.810002607,97.61355,1.168697,-0.8061268,6,5840,0.296221151
59292.9311,3.580675,48.77429,0.810695441,97.61355,1.175465,-0.7993314,6,5845,0.296474765
59297.9319,3.580982,48.75343,0.81138848,97.61355,1.202182,-0.7951603,6,5850,0.296728379
59302.9317,3.581959,48.75929,0.812081417,97.61355,1.206519,-0.775703,6,5855,0.296981993
59307.9318,3.582472,48.74547,0.812774251,97.61355,1.319833,-0.6468058,6,5860,0.297235607
59312.9313,3.58271,48.75992,0.813466983,97.61355,1.243656,-0.7157578,6,5865,0.297489221
59317.9316,3.583631,48.75529,0.814160022,97.61355,1.152433,-0.7469344,6,5870,0.297742835
59322.9315,3.584291,48.75885,0.814853061,97.61355,1.18567,-0.751324,6,5875,0.297996449
59327.9315,3.58486,48.75458,0.815545997,97.61355,1.2024,-0.7647336,6,5880,0.298250063
59332.9311,3.585427,48.76308,0.816238832,97.61355,1.251426,-0.7003995,6,5885,0.298503677
59337.9312,3.586034,48.76459,0.816931461,97.61355,1.3026,-0.6490146,6,5890,0.298757291
59342.9315,3.586639,48.76659,0.817624602,97.61355,1.363968,-0.6704443,6,5895,0.299010905
59347.9314,3.587182,48.76517,0.818317436,97.61355,1.292896,-0.7418253,6,5900,0.299264519
59352.9314,3.587991,48.78287,0.81901068,97.61355,1.326131,-0.6857895,6,5905,0.299518133
59357.9316,3.588651,48.75957,0.819703617,97.61355,1.318138,-0.686268,6,5910,0.299771747
59362.9317,3.58931,48.7484,0.820396554,97.61355,1.263069,-0.6887115,6,5915,0.300025361
59367.932,3.589778,48.74503,0.82108949,97.61355,1.423663,-0.5878334,6,5920,0.300278975
59372.9316,3.590728,48.74062,0.821782324,97.61355,1.325156,-0.7471848,6,5925,0.300532589
59377.9311,3.5914,48.75504,0.822474851,97.61355,1.311843,-0.707692,6,5930,0.300786203
59382.9315,3.591905,48.76553,0.823167788,97.61355,1.30722,-0.75765,6,5935,0.301039817
59387.9318,3.592616,48.7605,0.823860724,97.61355,1.314736,-0.6821322,6,5940,0.301293431
59392.9311,3.593406,48.76006,0.824553456,97.61355,1.37611,-0.6506974,6,5945,0.301547045
59397.9318,3.594177,48.76321,0.825246495,97.61355,1.338728,-0.6806903,6,5950,0.301800659
59402.9322,3.594733,48.76549,0.825939329,97.61355,1.3504,-0.7293857,6,5955,0.302054273
59407.9316,3.595647,48.75917,0.826632266,97.61355,1.294578,-0.785449,6,5960,0.302307887
59412.9311,3.595989,48.77318,0.8273251,97.61355,1.333178,-0.7164741,6,5965,0.302561501
59417.9316,3.596785,48.7533,0.828018139,97.61355,1.397205,-0.637064,6,5970,0.302815115
59422.9314,3.59758,48.76045,0.828711383,97.61355,1.346251,-0.6731413,6,5975,0.303068729
59427.9312,3.598382,48.76758,0.829404012,97.61355,1.285628,-0.7717824,6,5980,0.303322343
59432.9315,3.599123,48.75778,0.830097154,97.61355,1.33243,-0.7398794,6,5985,0.303575957
59437.9317,3.600024,48.75645,0.83079009,97.61355,1.335361,-0.7671424,6,5990,0.303829571
59442.9317,3.600813,48.7588,0.831482822,97.61355,1.187138,-0.8102661,6,5995,0.304083185
59447.9312,3.601264,48.74524,0.832175861,97.61355,1.377069,-0.7025959,6,6000,0.304336799
59452.9317,3.601781,48.76361,0.8328689,97.61355,1.26744,-0.8202565,6,6005,0.304590413
59457.9314,3.602839,48.75005,0.833561734,97.61355,1.297519,-0.7145249,6,6010,0.304844027
59462.9312,3.603632,48.77135,0.834254671,97.61355,1.280755,-0.7766759,6,6015,0.305097641
59467.9317,3.604541,48.76082,0.834947505,97.61355,1.252648,-0.7898006,6,6020,0.305351255
59472.9318,3.604963,48.76414,0.835640236,97.61355,1.330025,-0.7422944,6,6025,0.305604869
59477.9315,3.605995,48.75098,0.836333071,97.61355,1.3722,-0.7830054,6,6030,0.305858483
59482.9316,3.606837,48.75249,0.837025905,97.61355,1.304531,-0.7376925,6,6035,0.306112097
59487.9315,3.607651,48.74876,0.837718841,97.61355,1.358885,-0.7057588,6,6040,0.306365711
59492.9312,3.608366,48.74405,0.838411778,97.61355,1.278571,-0.7486553,6,6045,0.306619325
59497.9313,3.609086,48.7561,0.839104612,97.61355,1.377788,-0.7018732,6,6050,0.306872939
59502.9315,3.610141,48.76624,0.839797753,97.61355,1.346251,-0.703347,6,6055,0.307126553
