Var1,Var2
0.5008,0.000825675144522092
0.5024,0.000818764186044978
0.504,0.000824654540629137
0.5056,0.000832129557062021
0.5072,0.000837146226091012
0.5088,0.000826786938022208
0.5104,0.00083946063546676
0.512,0.000854097219933823
0.5136,0.000856030764843468
0.5152,0.00086698860608301
0.5168,0.000872698073363717
0.5184,0.000872964613337391
0.52,0.000874899312951572
0.5216,0.000884272677803504
0.5232,0.000878208152511093
0.5248,0.000883459352342633
0.5264,0.000896011202801271
0.528,0.000890174333470487
0.5296,0.00088724009900315
0.5312,0.000896141746537295
0.5328,0.000896751802217758
0.5344,0.000891861379852429
0.536,0.000904066784613466
0.5376,0.000921949614761676
0.5392,0.000933061264774557
0.5408,0.000913882031101102
0.5424,0.000924452091093998
0.544,0.000932830151598419
0.5456,0.000934283902920001
0.5472,0.000939250396576714
0.5488,0.000931961381530567
0.5504,0.000927124542474614
0.552,0.000924463360050812
0.5536,0.00094060822051261
0.5552,0.000953072032162406
0.5568,0.00096125977646721
0.5584,0.000968384692059393
0.56,0.000963699799287123
0.5616,0.000968148709330278
0.5632,0.000968741849867645
0.5648,0.000947730262844001
0.5664,0.00095435255333032
0.568,0.000953226515142943
0.5696,0.000948830377819375
0.5712,0.000951760968103582
0.5728,0.000954150357848844
0.5744,0.000951072880140534
0.576,0.000946110047393864
0.5776,0.000951191664489949
0.5792,0.000939670723613182
0.5808,0.000928096477019968
0.5824,0.000923785091171475
0.584,0.000928967483704626
0.5856,0.000923362899219054
0.5872,0.000913561273693515
0.5888,0.000911038349234746
0.5904,0.000906843534307134
0.592,0.000899874365294893
0.5936,0.00089195736215892
0.5952,0.000881136872080865
0.5968,0.000877494958469485
0.5984,0.000872408521362121
0.6,0.000856017931790131
0.6016,0.000847845354077293
0.6032,0.000837876266657179
0.6048,0.00082515557054943
0.6064,0.000811337489503339
0.608,0.000798750856235837
0.6096,0.000772217576398892
0.6112,0.000747840136453577
0.6128,0.00072582001880775
0.6144,0.000704878905450022
0.616,0.000690038188396289
0.6176,0.000665985914501264
0.6192,0.000630314837005127
0.6208,0.000608485619868159
0.6224,0.000573967785019378
0.624,0.000538150800382164
0.6256,0.000497577131689189
0.6272,0.00045440540452266
0.6288,0.000408127596713753
0.6304,0.000361053552386963
0.632,0.000312505881680486
0.6336,0.000260195432133233
0.6352,0.000194563639683226
0.6368,0.000119025889810114
0.6384,4.39437338537111e-05
0.64,-4.12228095260517e-05
0.6416,-6.47322483553803e-05
0.6432,-3.60957147045219e-05
0.6448,-2.08040612110431e-06
0.6464,2.35165202212757e-05
0.648,3.55190336626799e-05
0.6496,5.03965062061373e-05
0.6512,7.46894068956745e-05
0.6528,0.000105342805304356
0.6544,0.000130079373272348
0.656,0.000160053389056521
0.6576,0.000189675628481292
0.6592,0.000207888115940888
0.6608,0.000233126807768249
0.6624,0.000247429200226025
0.664,0.000292273400715031
0.6656,0.000285443081808535
0.6672,0.000309740861884086
0.6688,0.000347639588898409
0.6704,0.000375773354162073
0.672,0.000419997693426381
0.6736,0.000420682051038391
0.6752,0.000444578976193703
0.6768,0.000485436219035763
0.6784,0.000513455707491616
0.68,0.000544752621007372
0.6816,0.000569827554836642
0.6832,0.000595281054616894
0.6848,0.000613436830868733
0.6864,0.000627663369620537
0.688,0.000646243205184285
0.6896,0.000679221001978934
0.6912,0.000711045436778326
0.6928,0.000743121903538032
0.6944,0.000765133539386272
0.696,0.000802374247490878
0.6976,0.000822902521383331
0.6992,0.00083792917613512
0.7008,0.00086881780220702
0.7024,0.000920115470637535
0.704,0.00094037019791894
0.7056,0.000960744420436164
0.7072,0.000996646632567354
0.7088,0.00102559260588063
0.7104,0.00104115295988201
0.712,0.00108032286091407
0.7136,0.00112024726084543
0.7152,0.00116363636107297
0.7168,0.00119782390052919
0.7184,0.00123770286968074
0.72,0.00128161831479785
0.7216,0.00129772277329713
0.7232,0.00134012209910957
0.7248,0.00138450199822945
0.7264,0.00140989072984599
0.728,0.00146880240500342
0.7296,0.00152419344575877
0.7312,0.0015766321148525
0.7328,0.00163238482635212
0.7344,0.00169527214322861
0.736,0.00175655271149144
0.7376,0.00180645895224605
0.7392,0.00188403749115323
0.7408,0.0019724926798482
0.7424,0.00206755610867745
0.744,0.00217519465342396
0.7456,0.0023133084332588
0.7472,0.00245821862313848
0.7488,0.00265285755887097
0.7504,0.0028494160188994
0.752,0.00313111160305125
0.7536,0.00351112620799002
0.7552,0.00402051521312715
0.7568,0.00468649683298023
0.7584,0.0054652009743399
0.76,0.00569758598862209
0.7616,0.00568686517316192
0.7632,0.00570413354132994
0.7648,0.00569393724603536
0.7664,0.00569047280334934
0.768,0.00569070720265421
0.7696,0.00571011810777358
0.7712,0.00571801269364504
0.7728,0.00571559207178026
0.7744,0.0057268694310051
0.776,0.00576720521222322
0.7776,0.0057681174906365
0.7792,0.00578227666932967
0.7808,0.00580182354084947
0.7824,0.00579967583927306
0.784,0.00579106709534675
0.7856,0.00582684385960689
0.7872,0.00583547259662602
0.7888,0.0058623428971097
0.7904,0.00584487847824575
0.792,0.00584320262850261
0.7936,0.00587781322453467
0.7952,0.00588184991954183
0.7968,0.0058972608595033
0.7984,0.00590759136252177
0.8,0.00591371427449467
